date,beras_dki,beras_jabar,beras_jateng,beras_jatim,beras_sulsel,beras_sumut,bawang_dki,bawang_jabar,bawang_jateng,bawang_jatim,bawang_sulsel,bawang_sumut,cabai_dki,cabai_jabar,cabai_jateng,cabai_jatim,cabai_sulsel,cabai_sumut
1/1/2021,,,,,,,,,,,,,,,,,,
1/2/2021,,,,,,,,,,,,,,,,,,
1/3/2021,,,,,,,,,,,,,,,,,,
1/4/2021,13950,11400,11250,10450,10250,11150,35000,27950,26850,27850,29000,32900,69150,57200,54250,48550,39400,50700
1/5/2021,13950,11400,11250,10450,10250,11150,35000,27750,27400,27900,28250,32650,69150,56300,54850,47600,39400,45300
1/6/2021,13950,11450,11250,10450,10250,11150,33350,27600,27150,27850,28250,32750,70850,54850,54200,46400,39400,43450
1/7/2021,13950,11450,11250,10450,10250,11150,33350,27700,27150,27950,27950,32900,70850,53350,53150,47150,36900,42350
1/8/2021,13950,11450,11250,10450,10250,11150,33350,27450,26950,27950,27950,32000,66650,52600,48950,46150,36250,42450
1/9/2021,,,,,,,,,,,,,,,,,,
1/10/2021,,,,,,,,,,,,,,,,,,
1/11/2021,13950,11450,11250,10450,10250,11150,34150,27700,26600,27350,27650,32500,60850,52300,46800,42650,38400,43900
1/12/2021,13950,11450,11250,10450,10250,11150,34150,27800,26550,27450,27900,32500,60850,51150,47100,43600,38600,43500
1/13/2021,13950,11450,11250,10450,10250,11150,34150,27800,26400,27350,27900,32500,61650,50550,46900,44450,37600,43500
1/14/2021,13950,11450,11250,10450,10250,11150,35000,27700,26500,27400,27900,32350,61650,49800,46650,46100,38000,43400
1/15/2021,13950,11450,11250,10450,10250,11150,35000,27600,26750,27150,27900,32300,61650,48950,46700,45050,38650,45000
1/16/2021,,,,,,,,,,,,,,,,,,
1/17/2021,,,,,,,,,,,,,,,,,,
1/18/2021,13950,11450,11250,10450,10250,11150,34150,27750,26350,26550,27850,32050,60850,48950,45550,43450,40000,46950
1/19/2021,13950,11450,11250,10450,10250,11150,34150,27800,26150,26500,27850,31900,60850,48500,44750,42900,40250,46050
1/20/2021,13950,11450,11250,10450,10250,11150,34150,28200,26250,26200,27850,31800,60850,47900,43650,42150,39750,45900
1/21/2021,13950,11450,11250,10450,10250,11150,34150,28250,26200,25950,27850,31800,60850,47900,42400,41550,39250,46550
1/22/2021,13950,11450,11250,10450,10250,11150,34150,28250,26150,25700,27850,31800,55850,45900,41450,41300,36950,46550
1/23/2021,,,,,,,,,,,,,,,,,,
1/24/2021,,,,,,,,,,,,,,,,,,
1/25/2021,13950,11450,11250,10450,10250,11150,35000,28100,26000,25250,27900,30750,55000,43550,39850,39050,34550,38050
1/26/2021,13950,11450,11250,10450,10250,11150,35000,27950,25950,25100,27550,30850,55000,42850,39750,38950,34550,37150
1/27/2021,13950,11450,11250,10450,10250,11150,35000,27950,26050,25100,27550,30350,55000,42150,40250,38300,33050,37700
1/28/2021,13950,11450,11250,10450,10250,11150,35000,28000,25950,24950,27550,30350,56650,41700,40000,38000,33050,37200
1/29/2021,13950,11450,11250,10450,10250,11150,35000,28150,26000,24700,27200,30600,56650,43800,41450,38450,34800,36350
1/30/2021,,,,,,,,,,,,,,,,,,
1/31/2021,,,,,,,,,,,,,,,,,,
2/1/2021,13950,11450,11250,10450,10250,11150,35850,28050,25900,24100,27250,30250,70000,51300,45350,43750,34600,42900
2/2/2021,13950,11450,11250,10450,10250,11150,35850,28100,25750,24150,26950,29900,70000,55050,49000,47850,34600,42750
2/3/2021,13950,11450,11250,10450,10250,11150,35850,28050,25950,24050,25950,29750,70000,57600,52300,50150,34450,43150
2/4/2021,13950,11450,11250,10450,10250,11150,35850,28100,26100,24300,27150,29650,70000,58200,52700,50200,33650,43350
2/5/2021,13950,11450,11250,10450,10250,11150,37000,28200,26400,24200,27150,29900,73350,57300,52100,50850,34600,43200
2/6/2021,,,,,,,,,,,,,,,,,,
2/7/2021,,,,,,,,,,,,,,,,,,
2/8/2021,13950,11450,11250,10450,10250,11050,39150,29650,26950,24400,27100,29850,76650,58750,54750,47200,36150,42450
2/9/2021,13950,11450,11250,10450,10200,11050,39150,30650,27400,24500,27300,29700,75000,59150,53450,47250,36150,42450
2/10/2021,13950,11450,11250,10450,10250,11050,40850,32900,27950,24950,27450,30100,75000,58750,52150,46100,36200,42200
2/11/2021,13950,11450,11250,10450,10250,11050,40850,33300,28400,25550,27450,30100,75000,57700,50250,44950,35450,41150
2/12/2021,,,,,,,,,,,,,,,,,,
2/13/2021,,,,,,,,,,,,,,,,,,
2/14/2021,,,,,,,,,,,,,,,,,,
2/15/2021,13950,11450,11250,10450,10250,11050,41650,32600,29950,27800,28050,30750,69150,55200,50150,44200,36900,39050
2/16/2021,13950,11450,11250,10450,10250,11050,41650,32450,30000,28550,28050,30750,69150,54900,49450,43400,37300,35900
2/17/2021,13950,11450,11250,10450,10250,11050,41650,32550,30200,28800,28150,30900,67500,52300,48600,42800,37400,32850
2/18/2021,13950,11450,11250,10450,10250,11050,41650,32550,30250,28650,28300,31000,66650,51700,47350,42050,39200,32600
2/19/2021,13950,11450,11250,10450,10250,11050,41650,32300,30050,28600,28300,30750,65000,51550,47300,42150,39850,30050
2/20/2021,,,,,,,,,,,,,,,,,,
2/21/2021,,,,,,,,,,,,,,,,,,
2/22/2021,13950,11450,11250,10450,10150,11050,42150,33600,31700,29600,28100,30900,65000,54300,48500,43100,38400,30550
2/23/2021,13950,11450,11250,10450,10150,11050,42150,33600,31500,29950,27200,30950,65000,56700,48750,43200,38400,30550
2/24/2021,13950,11450,13300,10450,10150,11050,42150,34450,31750,30000,27300,31050,65000,56950,49200,45800,38450,30700
2/25/2021,13950,11450,11250,10450,10150,11050,42150,34350,31750,30350,27800,31050,65000,57750,48600,48300,37150,31250
2/26/2021,13950,11450,11250,10450,10150,11050,42150,34400,31550,30550,27400,31050,65000,57100,49250,48800,36550,32350
2/27/2021,,,,,,,,,,,,,,,,,,
2/28/2021,,,,,,,,,,,,,,,,,,
3/1/2021,13950,11450,11250,10450,10150,11200,45000,35300,31650,30750,27300,31800,68350,55350,48150,50700,38200,34450
3/2/2021,13950,11450,11250,10450,10150,11200,45000,35950,31700,30800,28600,31100,69150,54950,48000,51200,38950,34700
3/3/2021,13950,11450,11250,10400,10150,11200,45000,36700,32000,30850,28600,31600,67500,55050,49150,50200,40550,34050
3/4/2021,13950,11450,11250,10450,10150,11200,45000,36650,32150,31500,28350,32550,64150,55050,48000,54350,40800,38000
3/5/2021,13950,11400,11250,10400,10150,11200,44150,36300,32300,31700,28450,32450,64150,55050,47500,52050,40800,38850
3/6/2021,,,,,,,,,,,,,,,,,,
3/7/2021,,,,,,,,,,,,,,,,,,
3/8/2021,13950,11450,11250,10400,10150,11200,43850,36100,32450,32000,29800,32550,61650,53200,45550,50650,39800,39800
3/9/2021,13950,11450,11250,10400,10150,11200,43850,36050,32850,32050,30450,32650,61650,52550,45250,50050,40050,39800
3/10/2021,13950,11450,11250,10400,10150,11200,43850,35550,33000,31850,30850,32750,61650,52600,44350,51900,40900,40050
3/11/2021,,,,,,,,,,,,,,,,,,
3/12/2021,13950,11450,11250,10400,10150,11200,43850,34900,33400,31950,30950,32750,59150,53050,43500,48400,41200,40250
3/13/2021,,,,,,,,,,,,,,,,,,
3/14/2021,,,,,,,,,,,,,,,,,,
3/15/2021,13950,11450,11250,10400,10150,11200,42150,34850,33150,31800,30600,32700,61650,53400,46150,48950,42150,41200
3/16/2021,13950,11450,11250,10400,10150,11200,41650,35150,33150,31700,30600,32700,60000,52350,46550,53400,42150,41700
3/17/2021,13950,11450,11250,10400,10150,11200,41650,34950,33050,31750,30450,32500,60000,52150,47500,54250,42450,42050
3/18/2021,13950,11450,11200,10400,10150,11200,41650,34350,32800,31450,30350,32400,60000,51850,47400,53850,42300,42150
3/19/2021,13950,11450,11250,10400,10150,11200,41650,35100,32750,31300,30350,33300,60000,51800,46900,53200,42300,42050
3/20/2021,,,,,,,,,,,,,,,,,,
3/21/2021,,,,,,,,,,,,,,,,,,
3/22/2021,13950,11450,11250,10400,10150,11200,40850,34600,32250,31100,30250,32900,60000,53100,46350,53750,42350,42700
3/23/2021,13950,11450,11250,10400,10150,11200,40000,34300,31600,31000,30250,33000,60000,52950,45900,50300,42150,42500
3/24/2021,13950,11450,11250,10400,10150,11200,39150,34350,31500,30750,30700,33000,60000,53050,45700,52200,41600,43500
3/25/2021,13950,11450,11250,10400,10150,11200,39150,34000,31400,30650,30700,33200,60000,52900,45750,51200,42200,43750
3/26/2021,13950,11450,11200,10400,10150,11200,39150,33650,31150,30550,30400,33200,61650,52850,45200,52100,41900,44000
3/27/2021,,,,,,,,,,,,,,,,,,
3/28/2021,,,,,,,,,,,,,,,,,,
3/29/2021,13950,11450,11200,10400,10150,11200,38350,33050,31050,29700,31150,33400,59150,53650,45050,51400,40200,43450
3/30/2021,13950,11450,11200,10400,10150,11200,38350,33100,31250,29500,31150,33500,59150,52850,44300,50800,40200,43500
3/31/2021,13900,11450,11250,10400,10150,11200,38350,32700,31250,29350,31150,33600,58350,53150,44000,50450,40200,43500
4/1/2021,13900,11450,11250,10400,10150,11200,38350,32550,31050,29150,31150,33100,58350,53300,44100,49950,39800,42800
4/2/2021,,,,,,,,,,,,,,,,,,
4/3/2021,,,,,,,,,,,,,,,,,,
4/4/2021,,,,,,,,,,,,,,,,,,
4/5/2021,13900,11450,11200,10400,10150,11200,36650,31850,30150,28600,31150,33150,56650,53300,44450,49900,39800,45400
4/6/2021,13900,11450,11200,10400,10150,11200,36650,31950,30100,28400,30750,33050,56650,53050,44250,49850,40750,44150
4/7/2021,13900,11450,11200,10400,10150,11200,36650,31500,29900,28300,29850,33150,55000,53000,44500,49300,41500,43850
4/8/2021,13900,11450,11200,10400,10150,11200,36650,31600,29900,28150,29850,32800,58350,52750,44050,48700,41800,41650
4/9/2021,13900,11450,11200,10400,10150,11200,36650,31350,29900,28100,30000,33300,58350,52150,43000,48550,41850,40500
4/10/2021,,,,,,,,,,,,,,,,,,
4/11/2021,,,,,,,,,,,,,,,,,,
4/12/2021,13900,11450,11200,10400,10150,11200,40000,32150,29700,27450,29500,34500,53350,51800,38750,47050,42800,44550
4/13/2021,13900,11450,11200,10400,10150,11200,39150,32300,29550,27350,30100,34200,53350,51500,37400,47600,43150,44200
4/14/2021,14050,11450,11200,10400,10150,11200,40000,32500,29450,27350,29700,34300,53350,51150,38500,46900,42700,44500
4/15/2021,14050,11450,11150,10400,10150,11200,40000,32450,29450,27250,29600,34400,60000,53600,38600,47600,42350,45300
4/16/2021,14050,11450,11150,10400,10150,11200,40000,32700,29300,27050,29600,34400,61650,55900,38200,46550,41900,44300
4/17/2021,,,,,,,,,,,,,,,,,,
4/18/2021,,,,,,,,,,,,,,,,,,
4/19/2021,14050,11450,11150,10350,10150,11200,40000,32050,28450,26800,29600,34100,55000,50700,37100,43750,42000,38250
4/20/2021,14050,11450,11150,10350,10150,11200,39150,32000,28350,26650,29600,34100,55000,49450,36850,44200,41000,37800
4/21/2021,14050,11450,11150,10350,10150,11200,39150,31750,28350,26500,29600,34100,55000,47800,35950,43800,42050,37650
4/22/2021,14050,11450,11150,10350,10150,11200,37500,31700,28150,26350,28750,34100,53350,46100,34550,42900,38700,36600
4/23/2021,14050,11450,11150,10350,10150,11200,37500,31700,28000,26200,28750,34100,53350,45150,34650,41900,37850,35950
4/24/2021,,,,,,,,,,,,,,,,,,
4/25/2021,,,,,,,,,,,,,,,,,,
4/26/2021,14050,11450,11150,10350,10150,11200,36350,31350,27700,25850,29200,34100,44150,41800,28800,38300,35450,33500
4/27/2021,14050,11450,11150,10350,10150,11200,36350,31550,27750,26000,29200,34000,44150,40950,28100,37300,35450,31600
4/28/2021,14050,11450,11150,10350,10150,11200,36350,31550,27650,26000,29200,34000,43350,40550,27850,35900,34950,30700
4/29/2021,14000,11450,11150,10350,9850,11200,36350,31450,27450,25850,29100,34000,42200,39100,27000,35550,34250,31200
4/30/2021,14000,11450,11150,10350,9850,11200,36350,31450,27350,25850,29100,34050,41650,37850,26950,36850,34000,30550
5/1/2021,,,,,,,,,,,,,,,,,,
5/2/2021,,,,,,,,,,,,,,,,,,
5/3/2021,14000,11450,11150,10350,9850,11250,37150,31000,27450,26300,28150,33800,46650,37650,27500,36150,31700,31450
5/4/2021,14000,11450,11200,10350,9850,11200,36350,31350,27400,26400,28150,33800,46650,38700,30550,37700,31300,31800
5/5/2021,14000,11450,11200,10350,9850,11200,36350,31550,27900,26500,28650,33700,46650,38300,31200,37450,30750,31500
5/6/2021,14000,11450,11200,10350,9850,11200,36350,31450,27950,26500,28650,33600,46650,38750,31000,38300,29850,30950
5/7/2021,14000,11450,11200,10350,9850,11200,36350,31650,27950,26700,28650,33500,48350,39500,31400,38400,29450,31800
5/8/2021,,,,,,,,,,,,,,,,,,
5/9/2021,,,,,,,,,,,,,,,,,,
5/10/2021,14000,11450,11200,10350,9850,11200,40850,33300,28750,27450,28900,33500,56650,51250,41050,44750,33950,35050
5/11/2021,14000,11450,11200,10350,9850,11200,41650,33950,29150,27750,28900,33700,57500,52200,43750,44400,33950,35600
5/12/2021,,,,,,,,,,,,,,,,,,
5/13/2021,,,,,,,,,,,,,,,,,,
5/14/2021,,,,,,,,,,,,,,,,,,
5/15/2021,,,,,,,,,,,,,,,,,,
5/16/2021,,,,,,,,,,,,,,,,,,
5/17/2021,14000,11450,11200,10350,9900,11200,37500,33600,29250,27050,28050,32600,40000,42300,33000,35300,31950,30700
5/18/2021,14000,11450,11200,10350,9900,11200,37500,33550,29350,27050,28050,32350,41650,41350,29900,33200,31750,29550
5/19/2021,14000,11450,11200,10350,9900,11200,37500,33200,29500,27300,28050,32850,41650,38350,28650,32800,31400,27300
5/20/2021,14000,11450,11200,10350,9900,11200,37500,33600,29450,27250,28050,32950,40000,38300,27300,32250,30900,28100
5/21/2021,14000,11450,11200,10350,9900,11200,37500,33450,29050,27200,27450,32800,40000,36400,26300,30850,30650,27200
5/22/2021,,,,,,,,,,,,,,,,,,
5/23/2021,,,,,,,,,,,,,,,,,,
5/24/2021,14000,11450,11200,10350,9850,11200,35000,32650,28700,27000,26900,32200,34150,34350,24800,28300,28700,25250
5/25/2021,14000,11400,11200,10350,9850,11200,34150,32650,28700,27000,26150,32350,34150,34100,24400,28100,28250,25300
5/26/2021,,,,,,,,,,,,,,,,,,
5/27/2021,14000,11400,11200,10400,9850,11200,34150,32150,28750,26800,25900,31700,32500,32150,23100,27700,27450,25650
5/28/2021,14000,11400,11200,10400,9850,11200,34150,32100,28800,26850,25900,31450,34150,30750,23000,26900,27450,25550
5/29/2021,,,,,,,,,,,,,,,,,,
5/30/2021,,,,,,,,,,,,,,,,,,
5/31/2021,14000,11400,11200,10350,9900,11100,35000,31550,28600,26700,27350,31400,32500,29850,21100,25450,29250,24850
6/1/2021,,,,,,,,,,,,,,,,,,
6/2/2021,14000,11400,11200,10350,9900,11100,35000,31550,28500,26150,27700,31050,32500,29550,20650,25200,29000,24750
6/3/2021,14000,11400,11200,10300,9900,11100,35000,31500,28200,26100,27150,30950,32500,28700,20650,24550,28450,24650
6/4/2021,14000,11400,11200,10300,9900,11100,35000,31550,27900,25950,27150,31350,32500,28650,20750,23950,28550,24250
6/5/2021,,,,,,,,,,,,,,,,,,
6/6/2021,,,,,,,,,,,,,,,,,,
6/7/2021,14000,11400,11200,10350,9900,11100,35000,30850,27550,25550,25200,31100,30850,28150,20000,22200,26450,24850
6/8/2021,14000,11400,11200,10350,9900,11100,35000,30800,27550,25450,25200,30750,30850,28100,20200,21900,26150,24400
6/9/2021,14000,11400,11200,10350,9900,11100,35000,30800,27350,25100,24800,30750,30850,27600,20000,21200,27300,24100
6/10/2021,14000,11400,11200,10350,9900,11100,35000,30650,27350,24950,24800,30850,30850,27350,19900,21000,26900,24100
6/11/2021,14000,11400,11200,10350,9900,11100,35000,30600,27200,24900,23700,30950,30850,27350,19700,21200,27250,23900
6/12/2021,,,,,,,,,,,,,,,,,,
6/13/2021,,,,,,,,,,,,,,,,,,
6/14/2021,14000,11400,11200,10350,9950,11100,35000,30550,27100,24850,24000,30850,30850,27350,19350,21200,27250,22950
6/15/2021,14000,11400,11200,10350,9950,11100,35850,30400,26950,24800,23500,30250,30850,26650,19150,20800,26400,22800
6/16/2021,14000,11400,11200,10350,9950,11100,35850,30500,27000,24550,23750,30100,27500,25800,18750,20700,26150,22400
6/17/2021,14000,11400,11200,10350,9950,11100,35850,30650,26750,24550,24250,30000,27500,25200,18650,20700,25650,22500
6/18/2021,14000,11400,11200,10350,9950,11100,35850,30650,26900,24700,24150,30300,27500,24950,18350,21000,25000,22250
6/19/2021,,,,,,,,,,,,,,,,,,
6/20/2021,,,,,,,,,,,,,,,,,,
6/21/2021,13950,11400,11200,10350,9900,11100,35000,30850,27400,25550,23650,30150,27500,25100,18200,21050,25600,22750
6/22/2021,13950,11400,11200,10300,9900,11100,35000,30950,27450,25900,23650,30000,27500,25150,18900,21200,25600,23650
6/23/2021,13950,11400,11200,10300,9900,11100,35000,31350,27650,26300,24400,30000,27500,25150,19250,21000,26950,23400
6/24/2021,13950,11400,11200,10350,9900,11100,35850,31350,27750,26500,24400,30000,30000,25350,19600,21300,26600,23400
6/25/2021,13950,11400,11200,10300,9900,11100,35850,31750,27850,26650,24150,30200,30000,26650,20000,21550,27750,23650
6/26/2021,,,,,,,,,,,,,,,,,,
6/27/2021,,,,,,,,,,,,,,,,,,
6/28/2021,13950,11400,11200,10300,9850,11100,35850,32400,28600,27850,25400,30200,30000,26900,20900,22800,27850,23850
6/29/2021,13850,11400,11200,10300,9850,11100,35850,32150,28900,28350,25900,29900,30000,26650,20800,22450,27850,23700
6/30/2021,13850,11400,11200,10300,9850,11100,35850,32150,28850,28100,26000,30000,30850,26800,20600,22250,28100,24450
7/1/2021,13850,11400,11200,10350,9850,11100,35850,32600,28850,28350,26350,29950,30850,26550,20650,22050,28100,23950
7/2/2021,13850,11400,11200,10300,9850,11100,35850,32750,28900,28250,26350,29900,30850,26300,20050,22300,28100,24300
7/3/2021,,,,,,,,,,,,,,,,,,
7/4/2021,,,,,,,,,,,,,,,,,,
7/5/2021,13850,11400,11200,10250,9850,11100,36350,32800,28800,28250,25900,31000,30850,25900,20150,20950,29500,32300
7/6/2021,13850,11400,11200,10250,9850,11100,36350,32900,28500,28200,25900,30900,30850,25700,20050,21550,29750,32800
7/7/2021,13850,11400,11200,10200,9850,11100,37150,33100,28900,28350,25950,31100,30850,25750,19900,21350,30250,31100
7/8/2021,13850,11400,11200,10200,9850,11100,37150,33200,28650,28300,26200,31100,30850,26350,19500,21200,30450,31300
7/9/2021,13850,11400,11200,10200,9850,11100,37150,33250,28700,28050,26450,30400,30850,26300,19550,20800,31700,32950
7/10/2021,,,,,,,,,,,,,,,,,,
7/11/2021,,,,,,,,,,,,,,,,,,
7/12/2021,13850,11400,11200,10250,9900,11100,37500,32700,28600,28150,27150,30600,30850,26050,19650,22000,33350,34850
7/13/2021,13800,11400,11200,10250,9900,11100,37500,32400,28650,28300,26850,30800,30850,26200,19550,22450,33450,35300
7/14/2021,13800,11400,11200,10200,9900,11100,36650,32450,28750,28100,26750,30900,31650,26450,19800,21750,34300,33200
7/15/2021,13800,11400,11200,10200,9900,11100,36650,32650,28900,28250,26750,30900,31650,26450,20350,21700,34750,33600
7/16/2021,13800,11400,11150,10200,9900,11100,36650,32650,29050,28250,26750,31100,31650,27050,21100,21600,34750,35000
7/17/2021,,,,,,,,,,,,,,,,,,
7/18/2021,,,,,,,,,,,,,,,,,,
7/19/2021,13800,11400,11150,10200,9900,11100,40000,35600,30600,29400,26750,30900,37500,33800,22400,22900,34750,39150
7/20/2021,,,,,,,,,,,,,,,,,,
7/21/2021,13800,11400,11150,10200,9850,11100,39150,35700,31950,29250,28700,30850,37500,33450,23200,23350,35150,35100
7/22/2021,13800,11350,11100,10200,9850,11100,39150,35900,32750,30400,28550,30850,37500,33000,23150,23600,35400,34950
7/23/2021,13800,11350,11100,10200,9850,11100,39150,35700,32850,30550,28550,30850,37500,32350,23700,23700,35000,34550
7/24/2021,,,,,,,,,,,,,,,,,,
7/25/2021,,,,,,,,,,,,,,,,,,
7/26/2021,13800,11350,11100,10200,9850,11100,38350,35750,33150,31850,27650,30350,33350,30300,21950,22450,29000,29600
7/27/2021,13800,11350,11100,10200,9850,11100,38350,35900,33650,32450,27650,30400,32500,29250,21000,22450,29000,29200
7/28/2021,13800,11350,11100,10200,9850,11100,38350,35250,33600,32200,27800,31200,32500,28100,20850,21150,26900,28750
7/29/2021,13800,11350,11100,10200,9850,11100,38350,35150,33400,32350,27800,31200,32500,27500,20200,21450,26650,29150
7/30/2021,13800,11350,11100,10200,9850,11100,38350,34850,33350,32150,27800,30800,32500,26900,19600,20800,25900,32000
7/31/2021,,,,,,,,,,,,,,,,,,
8/1/2021,,,,,,,,,,,,,,,,,,
8/2/2021,13800,11350,11100,10200,9850,11050,36350,33800,32800,32300,28000,32800,30850,26050,18750,20200,25200,30050
8/3/2021,13800,11350,11100,10200,9850,11050,36350,33450,32550,31900,28300,32650,30850,26000,18150,19850,24950,29950
8/4/2021,13800,11350,11100,10200,9850,11050,36350,32950,32400,31750,28300,33450,30850,25300,18250,20050,23250,29400
8/5/2021,13800,11350,11100,10200,9850,11050,36350,32650,31900,31700,28450,33200,30850,25400,18250,19700,21950,29650
8/6/2021,13800,11350,11100,10200,9850,11050,36350,32600,31700,31250,28600,33900,30850,25450,18100,19450,19050,29500
8/7/2021,,,,,,,,,,,,,,,,,,
8/8/2021,,,,,,,,,,,,,,,,,,
8/9/2021,13800,11350,11100,10200,9850,11050,36350,32150,31000,29350,30400,34500,30850,25900,17500,19650,18400,27050
8/10/2021,13800,11350,11100,10200,9850,11050,36350,32000,30400,28850,30400,34950,30850,26200,17500,20900,18400,26850
8/11/2021,,,,,,,,,,,,,,,,,,
8/12/2021,13800,11350,11100,10200,9850,11050,36350,31250,29500,28500,30400,34200,30850,26050,17150,19300,19200,26950
8/13/2021,13800,11350,11100,10200,9850,11050,36350,30950,29000,28300,30400,33800,30850,25600,17000,19200,19200,26650
8/14/2021,,,,,,,,,,,,,,,,,,
8/15/2021,,,,,,,,,,,,,,,,,,
8/16/2021,13800,11350,11100,10200,9850,11050,37150,30150,27950,26750,29950,31850,30850,24650,16000,18450,17800,25500
8/17/2021,,,,,,,,,,,,,,,,,,
8/18/2021,13800,11350,11100,10200,9850,11050,36350,29700,27250,25800,29700,31950,30000,24050,15750,17450,17700,29700
8/19/2021,13800,11350,11100,10200,9850,11100,36350,29600,26950,25500,29700,32250,30000,23850,15700,17800,17300,34950
8/20/2021,13800,11350,11100,10200,9850,11100,36350,29200,26400,25500,30000,32250,30000,24050,15100,17500,17100,30900
8/21/2021,,,,,,,,,,,,,,,,,,
8/22/2021,,,,,,,,,,,,,,,,,,
8/23/2021,13800,11350,11100,10200,9850,11150,34150,28650,25500,24400,29200,31600,28350,23350,14000,16900,14800,28250
8/24/2021,13800,11350,11100,10200,9850,11150,34150,28350,25250,24350,29200,31700,27500,22850,14000,16750,14650,29050
8/25/2021,13800,11350,11100,10200,9850,11150,34150,28050,25100,24300,29200,31900,27500,22650,13600,16550,14150,28450
8/26/2021,13800,11350,11100,10200,9850,11150,34150,27900,24850,23350,29200,31850,27500,22650,13550,16700,13900,27300
8/27/2021,13800,11350,11100,10200,9850,11150,34150,27700,24500,23300,29450,32050,27500,22200,13500,16300,13900,27000
8/28/2021,,,,,,,,,,,,,,,,,,
8/29/2021,,,,,,,,,,,,,,,,,,
8/30/2021,13800,11350,11100,10200,9850,11150,32850,27350,24200,23000,28700,31700,26650,23050,13750,16050,15500,28200
8/31/2021,13800,11350,11100,10150,9850,11150,32850,27450,24150,22950,28700,31250,26650,23000,13800,15700,15550,28100
9/1/2021,13800,11350,11100,10150,9950,11150,32850,27400,24100,22950,28500,32100,26650,23100,13900,15750,14750,27600
9/2/2021,13800,11350,11100,10150,9950,11150,32850,27600,24150,22900,27300,32300,26650,22950,13850,16550,13500,26750
9/3/2021,13800,11350,11100,10150,9950,11150,32850,27550,24150,22850,27550,32100,26650,23350,13800,15750,14150,26100
9/4/2021,,,,,,,,,,,,,,,,,,
9/5/2021,,,,,,,,,,,,,,,,,,
9/6/2021,13800,11350,11100,10150,9900,11150,32500,27650,24250,23100,26950,31900,27500,23400,14450,15700,13550,30150
9/7/2021,13800,11350,11100,10150,9900,11150,32500,27650,24250,23150,27150,31800,26650,22950,14550,15850,13550,29050
9/8/2021,13800,11350,11100,10150,9900,11150,32500,27650,24150,23100,27000,31200,26650,22950,14700,15950,13650,28600
9/9/2021,13800,11350,11100,10150,9900,11150,32500,27400,23900,23200,26800,31200,26650,22650,14550,16350,13650,27800
9/10/2021,13800,11350,11100,10150,9900,11150,31650,27300,23900,23150,26800,31150,25850,22700,14650,16100,14650,26700
9/11/2021,,,,,,,,,,,,,,,,,,
9/12/2021,,,,,,,,,,,,,,,,,,
9/13/2021,13800,11350,11100,10150,9900,11150,30850,27300,23800,22900,27150,30900,25850,23400,15400,16000,15050,29700
9/14/2021,13800,11350,11100,10150,9900,11150,30850,27450,23800,22900,27000,30750,25850,23850,15800,15950,15500,28850
9/15/2021,13800,11350,11100,10150,9850,11150,30850,27200,23750,23050,27000,30200,25850,23450,16050,15650,16150,28200
9/16/2021,13800,11350,11100,10150,9850,11150,30850,27050,23750,23150,27100,30300,25850,23200,16500,15600,16150,28050
9/17/2021,13800,11350,11100,10150,9850,11150,30850,26900,23700,22950,27100,30400,25850,23000,16650,15600,16000,28400
9/18/2021,,,,,,,,,,,,,,,,,,
9/19/2021,,,,,,,,,,,,,,,,,,
9/20/2021,13800,11350,11100,10150,9800,11150,32000,27150,23600,22950,26650,30200,29150,24700,17300,16100,15250,29800
9/21/2021,13800,11350,11050,10150,9800,11150,32000,27000,23350,22950,26300,30300,29150,24600,17000,16300,15250,28900
9/22/2021,13800,11350,11050,10150,9800,11150,32000,26850,23400,22950,26250,30450,29150,24400,16850,16550,14250,29650
9/23/2021,13800,11350,11050,10150,9800,11150,32000,26750,23400,23000,26250,30350,29150,24000,17050,16700,14350,30400
9/24/2021,13800,11350,11050,10150,9800,11150,32000,26850,23650,22900,26250,30500,29150,24700,17650,16650,14350,30900
9/25/2021,,,,,,,,,,,,,,,,,,
9/26/2021,,,,,,,,,,,,,,,,,,
9/27/2021,13800,11350,11050,10200,9800,11150,31150,27000,23800,22700,25300,30600,30350,25450,18950,17600,15400,31500
9/28/2021,13800,11350,11050,10200,9900,11150,31150,26850,23950,22700,25550,30500,31150,25900,20050,17950,15500,30400
9/29/2021,13800,11350,11050,10200,9900,11150,31150,26800,24350,22700,25800,30300,31150,26150,20900,18350,15050,31250
9/30/2021,13800,11350,11050,10200,9900,11150,31150,26700,24400,22550,25800,30300,32000,26250,21400,19200,14900,32000
10/1/2021,13800,11350,11050,10200,9900,11150,31150,26650,24450,22500,25550,30300,32500,27600,22150,20750,15150,32900
10/2/2021,,,,,,,,,,,,,,,,,,
10/3/2021,,,,,,,,,,,,,,,,,,
10/4/2021,13800,11350,11050,10200,9900,11150,31150,26650,24750,23050,25700,30300,36650,30650,24250,22550,15800,36800
10/5/2021,13800,11350,11050,10200,9900,11150,31150,26700,24900,23100,25850,30600,36650,30950,24850,23050,15900,36700
10/6/2021,13800,11350,11050,10200,9900,11150,31150,26600,24950,23000,25950,30600,38350,32150,25250,23050,16250,37250
10/7/2021,13800,11350,11050,10150,9900,11150,33650,26700,24950,23200,26300,30600,40000,33750,26150,23550,16800,36900
10/8/2021,13800,11350,11050,10150,9900,11150,33650,26700,24950,23100,26300,30600,40000,34400,27000,24400,16900,35200
10/9/2021,,,,,,,,,,,,,,,,,,
